Issue key,Issue id,"Custom field 
(CRM Company)",Custom field (Environment),Status,Custom field (Request Category),Created,Resolved,Resolution
TSR-369278,558380,Customer 8,,Awaiting Non Prod Implementation,Software Change,06-Aug-22,,
TSR-369269,558371,Customer 8,,Waiting on customer,Software Change,06-Aug-22,,
TSR-369153,558243,Customer 8,,Awaiting Prod implementation,Software Change,05-Aug-22,,
TSR-369144,558234,Customer 8,,Waiting on customer,Software Change,05-Aug-22,,
TSR-369107,558192,Customer 8,,Waiting on customer,Software Change,05-Aug-22,,
TSR-369103,558188,Customer 8,,Awaiting Non Prod Implementation,Software Change,05-Aug-22,,
TSR-368397,557435,Customer 8,,Awaiting Prod implementation,Software Change,05-Aug-22,,
TSR-368170,557194,Customer 8,,Awaiting Prod implementation,Software Change,04-Aug-22,,
TSR-368126,557148,Customer 8,,Awaiting Prod implementation,Software Change,04-Aug-22,,
TSR-367989,557001,Customer 8,,Waiting on customer,Software Change,04-Aug-22,,
TSR-367543,556510,Customer 8,,Canceled,Software Change,04-Aug-22,10-Aug-22,Canceled
TSR-367511,556477,Customer 8,,In Review,Infrastructure Change,04-Aug-22,,
TSR-367406,556360,Customer 8,,Waiting on customer,Software Change,03-Aug-22,,
TSR-367400,556354,Customer 8,,Hold,Software Change,03-Aug-22,,
TSR-366949,555874,Customer 8,,Waiting on customer,Software Change,03-Aug-22,,
TSR-366593,555467,Customer 8,,Waiting on customer,Software Change,02-Aug-22,,
TSR-366468,555328,Customer 8,,Hold,Software Change,02-Aug-22,,
TSR-366110,554931,Customer 8,,Closed,Infrastructure Change,02-Aug-22,02-Aug-22,Done
TSR-364231,552901,Customer 8,,Canceled,Software Change,29-Jul-22,02-Aug-22,Canceled
TSR-363369,551981,Customer 8,,Awaiting Prod implementation,Software Change,28-Jul-22,,
TSR-363345,551957,Customer 8,,Waiting on customer,Software Change,28-Jul-22,,
TSR-363325,551937,Customer 8,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362622,551180,Customer 8,,Canceled,Software Change,28-Jul-22,05-Aug-22,Resolved
TSR-362503,551054,Customer 8,,Customer Replied,Software Change,28-Jul-22,,
TSR-362463,551012,Customer 8,,Hold,Software Change,28-Jul-22,,
TSR-362421,550962,Customer 8,,In Review,Infrastructure Change,28-Jul-22,,
TSR-361855,550305,Customer 8,,Customer Replied,Software Change,27-Jul-22,,
TSR-361587,550016,Customer 8,,Waiting on customer,Software Change,27-Jul-22,,
TSR-361401,549814,Customer 8,,Customer Replied,Software Change,26-Jul-22,,
TSR-360442,548794,Customer 8,,Customer Replied,Software Change,26-Jul-22,,
TSR-360369,548714,Customer 8,,Closed,Software Change,25-Jul-22,30-Aug-22,Done
TSR-360306,548647,Customer 8,,Customer Replied,Software Change,25-Jul-22,,
TSR-360184,548517,Customer 8,,Hold,Software Change,25-Jul-22,,
TSR-359913,548215,Customer 8,,Customer Replied,Software Change,25-Jul-22,,
TSR-358041,546310,Customer 8,,In Review,Infrastructure Change,22-Jul-22,,
TSR-357339,545544,Customer 8,,Waiting on customer,Software Change,22-Jul-22,,
TSR-357331,545536,Customer 8,,Awaiting Non Prod Implementation,Software Change,22-Jul-22,,
TSR-357327,545532,Customer 8,,Waiting on customer,Software Change,22-Jul-22,,
TSR-357323,545528,Customer 8,,Waiting on customer,Software Change,22-Jul-22,,
TSR-357319,545524,Customer 8,,Waiting on customer,Software Change,22-Jul-22,,
TSR-357312,545517,Customer 8,,Awaiting Non Prod Implementation,Software Change,22-Jul-22,,
TSR-357067,545233,Customer 8,,Waiting on customer,Software Change,21-Jul-22,,
TSR-356488,544627,Customer 8,,Waiting on customer,Software Change,21-Jul-22,,
TSR-356399,544532,Customer 8,,Waiting on customer,Software Change,20-Jul-22,,
TSR-354708,542684,Customer 8,,Waiting on customer,Software Change,19-Jul-22,,
TSR-354704,542680,Customer 8,,Waiting on customer,Software Change,19-Jul-22,,
TSR-354696,542672,Customer 8,,Waiting on customer,Software Change,19-Jul-22,,
TSR-354689,542665,Customer 8,,Waiting on customer,Software Change,19-Jul-22,,
TSR-354682,542658,Customer 8,,Waiting on customer,Software Change,19-Jul-22,,
TSR-354674,542650,Customer 8,,Waiting on customer,Software Change,19-Jul-22,,
TSR-354671,542647,Customer 8,,Waiting on customer,Software Change,19-Jul-22,,
TSR-354669,542645,Customer 8,,Waiting on customer,Software Change,19-Jul-22,,
TSR-354666,542642,Customer 8,,Waiting on customer,Software Change,19-Jul-22,,
TSR-354664,542640,Customer 8,,Waiting on customer,Software Change,19-Jul-22,,
TSR-354660,542635,Customer 8,,Waiting on customer,Software Change,19-Jul-22,,
TSR-354658,542633,Customer 8,,Waiting on customer,Software Change,19-Jul-22,,
TSR-354655,542630,Customer 8,,Waiting on customer,Software Change,19-Jul-22,,
TSR-354650,542625,Customer 8,,Waiting on customer,Software Change,19-Jul-22,,
TSR-354646,542621,Customer 8,,Waiting on customer,Software Change,18-Jul-22,,
TSR-354644,542618,Customer 8,,Waiting on customer,Software Change,18-Jul-22,,
TSR-354459,542426,Customer 8,,Customer Replied,Software Change,18-Jul-22,,
TSR-353993,541898,Customer 8,,In Review,Infrastructure Change,18-Jul-22,,
TSR-352921,540742,Customer 8,,Waiting on customer,Software Change,15-Jul-22,,
TSR-352608,540402,Customer 8,,Closed,Software Change,15-Jul-22,03-Aug-22,Done
TSR-351841,539576,Customer 8,,Waiting on customer,Software Change,14-Jul-22,,
TSR-350773,538403,Customer 8,,Closed,Software Change,12-Jul-22,03-Aug-22,Done
TSR-350769,538399,Customer 8,,Closed,Software Change,12-Jul-22,03-Aug-22,Done
TSR-350758,538388,Customer 8,,Canceled,Software Change,12-Jul-22,28-Jul-22,Duplicate
TSR-350752,538382,Customer 8,,In Review,Software Change,12-Jul-22,,
TSR-350683,538308,Customer 8,,Closed,Software Change,12-Jul-22,05-Aug-22,Done
TSR-350465,538069,Customer 8,,Customer Replied,Software Change,12-Jul-22,,
TSR-349952,537477,Customer 8,,Closed,Software Change,12-Jul-22,12-Aug-22,Done
TSR-349759,537277,Customer 8,,Closed,Software Change,11-Jul-22,10-Aug-22,Done
TSR-349485,536983,Customer 8,,Customer Replied,Software Change,11-Jul-22,,
TSR-348816,536260,Customer 8,,Waiting on customer,Software Change,09-Jul-22,,
TSR-348758,536199,Customer 8,,Customer Replied,Software Change,08-Jul-22,,
TSR-348749,536189,Customer 8,,Waiting on customer,Software Change,08-Jul-22,,
TSR-348648,536082,Customer 8,,Customer Replied,Software Change,08-Jul-22,,
TSR-348083,535484,Customer 8,,Awaiting Prod implementation,Software Change,08-Jul-22,,
TSR-347859,535249,Customer 8,,Waiting on customer,Software Change,07-Jul-22,,
TSR-347467,534830,Customer 8,,Waiting on customer,Software Change,07-Jul-22,,
TSR-347386,534735,Customer 8,,Canceled,Software Change,07-Jul-22,12-Jul-22,Canceled
TSR-347351,534697,Customer 8,,Awaiting Prod implementation,Software Change,07-Jul-22,,
TSR-346977,534286,Customer 8,,Waiting on customer,Software Change,07-Jul-22,,
TSR-346612,533891,Customer 8,,Awaiting Non Prod Implementation,Software Change,06-Jul-22,,
TSR-346562,533837,Customer 8,,Waiting on customer,Software Change,06-Jul-22,,
TSR-346315,533566,Customer 8,,Customer Replied,Software Change,06-Jul-22,,
TSR-346139,533374,Customer 8,,Waiting on customer,Software Change,06-Jul-22,,
TSR-345966,533186,Customer 8,,WIP- NON prod Implementation,Software Change,05-Jul-22,,
TSR-345880,533092,Customer 8,,Closed,Software Change,05-Jul-22,12-Aug-22,Done
TSR-345359,532532,Customer 8,,Customer Replied,Software Change,05-Jul-22,,
TSR-345144,532306,Customer 8,,In Review,Software Change,04-Jul-22,,
TSR-344814,531948,Customer 8,,Closed,Software Change,04-Jul-22,10-Aug-22,Done
TSR-344790,531923,Customer 8,,Canceled,Software Change,04-Jul-22,21-Jul-22,Canceled
TSR-344581,531691,Customer 8,,Customer Replied,Software Change,04-Jul-22,,
TSR-344577,531687,Customer 8,,Awaiting CAB approval,Software Change,04-Jul-22,,
TSR-343233,530260,Customer 8,,Waiting on customer,Software Change,01-Jul-22,,
TSR-343229,530256,Customer 8,,Customer Replied,Software Change,01-Jul-22,,
TSR-343076,530097,Customer 8,,In Review,Software Change,01-Jul-22,,
TSR-342808,529812,Customer 8,,Customer Replied,Software Change,30-Jun-22,,
TSR-342554,529512,Customer 8,,Waiting on customer,Software Change,30-Jun-22,,
TSR-342128,529041,Customer 8,,Awaiting Prod implementation,Software Change,30-Jun-22,,
TSR-341164,527994,Customer 8,,Waiting on customer,Software Change,29-Jun-22,,
TSR-341084,527912,Customer 8,,Waiting on customer,Software Change,29-Jun-22,,
TSR-341075,527902,Customer 8,,In Review,Software Change,29-Jun-22,,
TSR-341049,527876,Customer 8,,Canceled,Software Change,29-Jun-22,29-Jun-22,Canceled
TSR-340081,526802,Customer 8,,In Review,Software Change,27-Jun-22,,
TSR-340043,526761,Customer 8,,Closed,Software Change,27-Jun-22,21-Aug-22,Done
TSR-339886,526593,Customer 8,,In Review,Software Change,27-Jun-22,,
TSR-339530,526213,Customer 8,,Canceled,,27-Jun-22,27-Jun-22,Resolved
TSR-338873,525536,Customer 8,,Waiting on customer,Software Change,25-Jun-22,,
TSR-338851,525510,Customer 8,,Canceled,Software Change,25-Jun-22,27-Jun-22,Resolved
TSR-338805,525460,Customer 8,,Waiting on customer,Software Change,24-Jun-22,,
TSR-338168,524764,Customer 8,,Waiting on customer,Software Change,24-Jun-22,,
TSR-338159,524755,Customer 8,,Waiting on customer,Software Change,24-Jun-22,,
TSR-338145,524739,Customer 8,,Waiting on customer,Software Change,24-Jun-22,,
TSR-338135,524728,Customer 8,,Waiting on customer,Software Change,24-Jun-22,,
TSR-338129,524722,Customer 8,,Waiting on customer,Software Change,24-Jun-22,,
TSR-338124,524717,Customer 8,,Waiting on customer,Software Change,24-Jun-22,,
TSR-338107,524700,Customer 8,,Waiting on customer,Software Change,24-Jun-22,,
TSR-338098,524690,Customer 8,,Waiting on customer,Software Change,24-Jun-22,,
TSR-338086,524678,Customer 8,,Waiting on customer,Software Change,24-Jun-22,,
TSR-337982,524568,Customer 8,,Canceled,Software Change,23-Jun-22,23-Jun-22,Resolved
TSR-337671,524237,Customer 8,,In Review,Infrastructure Change,23-Jun-22,,
TSR-337256,523769,Customer 8,,Canceled,Software Change,23-Jun-22,28-Jun-22,Resolved
TSR-337145,523644,Customer 8,,Closed,Software Change,22-Jun-22,02-Aug-22,Done
TSR-336926,523391,Customer 8,,Waiting on customer,Software Change,22-Jun-22,,
TSR-336430,522842,Customer 8,,Waiting on customer,Software Change,22-Jun-22,,
TSR-336358,522764,Customer 8,,Waiting on customer,Software Change,21-Jun-22,,
TSR-336126,522509,Customer 8,,Closed,Software Change,21-Jun-22,07-Jul-22,Done
TSR-336071,522451,Customer 8,,Waiting on customer,Software Change,21-Jun-22,,
TSR-334267,520499,Customer 8,,Canceled,Software Change,17-Jun-22,22-Jun-22,Canceled
TSR-333942,520153,Customer 8,,Closed,Software Change,17-Jun-22,22-Jun-22,Done
TSR-333840,520013,Customer 8,,Closed,Software Change,17-Jun-22,25-Jul-22,Done
TSR-333309,519433,Customer 8,,Closed,Software Change,16-Jun-22,26-Aug-22,Done
TSR-332849,518907,Customer 8,,Hold,Software Change,16-Jun-22,,
TSR-332842,518900,Customer 8,,In Review,Software Change,16-Jun-22,,
TSR-332735,518786,Customer 8,,Waiting on customer,Software Change,15-Jun-22,,
TSR-332676,518723,Customer 8,,In Review,Software Change,15-Jun-22,,
TSR-332588,518620,Customer 8,,Closed,Infrastructure Change,15-Jun-22,16-Jun-22,Done
TSR-332566,518598,Customer 8,,Closed,Software Change,15-Jun-22,11-Jul-22,Done
TSR-331994,517964,Customer 8,,Hold,Software Change,15-Jun-22,,
TSR-331478,517411,Customer 8,,Closed,Software Change,14-Jun-22,15-Jul-22,Done
TSR-331089,516982,Customer 8,,Closed,Software Change,14-Jun-22,13-Jul-22,Done
TSR-331017,516900,Customer 8,,Closed,Software Change,13-Jun-22,21-Aug-22,Done
TSR-330849,516729,Customer 8,,Waiting on customer,Software Change,13-Jun-22,,
TSR-330840,516720,Customer 8,,Waiting on customer,Software Change,13-Jun-22,,
TSR-330832,516712,Customer 8,,Awaiting Prod implementation,Software Change,13-Jun-22,,
TSR-329836,515668,Customer 8,,Closed,Software Change,11-Jun-22,13-Jul-22,Done
TSR-329774,515598,Customer 8,,Closed,Software Change,11-Jun-22,21-Jul-22,Done
TSR-329501,515323,Customer 8,,Closed,Software Change,10-Jun-22,25-Aug-22,Done
TSR-328832,514589,Customer 8,,Closed,Software Change,10-Jun-22,17-Jun-22,Done
TSR-328750,514498,Customer 8,,Awaiting Prod implementation,Software Change,09-Jun-22,,
TSR-328172,513850,Customer 8,,Closed,Infrastructure Change,09-Jun-22,09-Jun-22,Done
TSR-328119,513789,Customer 8,,Closed,Software Change,09-Jun-22,21-Aug-22,Done
TSR-328084,513752,Customer 8,,In Review,Software Change,09-Jun-22,,
TSR-328048,513716,Customer 8,,Closed,Software Change,09-Jun-22,23-Jul-22,Done
TSR-328039,513707,Customer 8,,Closed,Software Change,09-Jun-22,11-Jul-22,Done
TSR-328035,513703,Customer 8,,Waiting on customer,,09-Jun-22,,
TSR-328033,513701,Customer 8,,Closed,Software Change,09-Jun-22,21-Aug-22,Done
TSR-328023,513689,Customer 8,,Waiting on customer,Software Change,09-Jun-22,,
TSR-327993,513656,Customer 8,,Waiting on customer,Software Change,09-Jun-22,,
TSR-327957,513617,Customer 8,,Canceled,Software Change,08-Jun-22,08-Jun-22,Resolved
TSR-327844,513501,Customer 8,,Closed,Software Change,08-Jun-22,15-Jun-22,Done
TSR-327581,513200,Customer 8,,Hold,Software Change,08-Jun-22,,
TSR-327439,513047,Customer 8,,In Review,Software Change,08-Jun-22,,
TSR-327217,512805,Customer 8,,Canceled,Software Change,08-Jun-22,09-Jun-22,Resolved
TSR-327131,512709,Customer 8,,Waiting on customer,Software Change,08-Jun-22,,
TSR-326927,512494,Customer 8,,Closed,Software Change,07-Jun-22,28-Jun-22,Done
TSR-326586,512120,Customer 8,,Waiting on customer,Software Change,07-Jun-22,,
TSR-326281,511787,Customer 8,,Canceled,Software Change,07-Jun-22,28-Jul-22,Canceled
TSR-325930,511420,Customer 8,,Closed,Software Change,06-Jun-22,25-Jun-22,Done
TSR-325223,510607,Customer 8,,In Review,Infrastructure Change,04-Jun-22,,
TSR-325170,510545,Customer 8,,Canceled,Software Change,03-Jun-22,09-Jun-22,Resolved
TSR-324829,510192,Customer 8,,Closed,Software Change,03-Jun-22,25-Jul-22,Done
TSR-324376,509685,Customer 8,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324362,509670,Customer 8,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324355,509663,Customer 8,,Canceled,Software Change,03-Jun-22,19-Jul-22,Canceled
TSR-323963,509240,Customer 8,,Closed,Software Change,02-Jun-22,31-Aug-22,Done
TSR-323374,508593,Customer 8,,Canceled,Software Change,01-Jun-22,02-Jun-22,Duplicate
TSR-323318,508537,Customer 8,,Canceled,Software Change,01-Jun-22,02-Jun-22,Duplicate
TSR-323307,508526,Customer 8,,Canceled,Infrastructure Change,01-Jun-22,02-Jun-22,Duplicate
TSR-322972,508175,Customer 8,,Customer Replied,Software Change,01-Jun-22,,
TSR-322958,508161,Customer 8,,Customer Replied,Software Change,01-Jun-22,,
TSR-322851,508046,Customer 8,,Waiting on customer,Software Change,01-Jun-22,,
TSR-322437,507599,Customer 8,,Canceled,Software Change,31-May-22,01-Jun-22,Resolved
TSR-322428,507590,Customer 8,,Waiting on customer,Software Change,31-May-22,,
TSR-322408,507569,Customer 8,,Customer Replied,Software Change,31-May-22,,
TSR-322206,507359,Customer 8,,Canceled,Software Change,31-May-22,14-Jun-22,Resolved
TSR-322009,507147,Customer 8,,Canceled,Software Change,31-May-22,06-Jun-22,Canceled
TSR-321086,506153,Customer 8,,Hold,Software Change,30-May-22,,
TSR-319798,504799,Customer 8,,Customer Replied,Software Change,27-May-22,,
TSR-319772,504772,Customer 8,,Customer Replied,Software Change,27-May-22,,
TSR-319504,504482,Customer 8,,Waiting on customer,Software Change,27-May-22,,
TSR-319501,504479,Customer 8,,Waiting on customer,Software Change,27-May-22,,
TSR-319498,504476,Customer 8,,Waiting on customer,Software Change,27-May-22,,
TSR-319495,504473,Customer 8,,Waiting on customer,Software Change,27-May-22,,
TSR-319211,504177,Customer 8,,Waiting on customer,Software Change,26-May-22,,
TSR-318386,503255,Customer 8,,Awaiting Non Prod Implementation,Infrastructure Change,25-May-22,,
TSR-317766,502574,Customer 8,,Awaiting Prod implementation,Software Change,25-May-22,,
TSR-317714,502516,Customer 8,,Canceled,Software Change,25-May-22,07-Jul-22,Resolved
TSR-317343,502112,Customer 8,,Customer Replied,Software Change,24-May-22,,
TSR-317013,501738,Customer 8,,Customer Replied,Software Change,24-May-22,,
TSR-316986,501710,Customer 8,,Closed,Software Change,24-May-22,30-Jun-22,Done
TSR-316788,501499,Customer 8,,Waiting on customer,Software Change,23-May-22,,
TSR-316780,501491,Customer 8,,Canceled,Software Change,23-May-22,30-Jun-22,Canceled
TSR-316758,501468,Customer 8,,Closed,Software Change,23-May-22,03-Aug-22,Done
TSR-315544,500145,Customer 8,,Closed,Software Change,20-May-22,22-Jun-22,Done
TSR-314746,499265,Customer 8,,Waiting on customer,Software Change,19-May-22,,
TSR-314206,498651,Customer 8,,In Review,Software Change,18-May-22,,
TSR-313268,497615,Customer 8,,Waiting on customer,Software Change,17-May-22,,
TSR-312650,496950,Customer 8,,Closed,Software Change,17-May-22,28-Jun-22,Done
TSR-312639,496939,Customer 8,,Closed,Software Change,17-May-22,22-Jun-22,Done
TSR-312618,496917,Customer 8,,Waiting on customer,Software Change,17-May-22,,
TSR-312615,496914,Customer 8,,Closed,Software Change,17-May-22,23-Jul-22,Done
TSR-312604,496903,Customer 8,,Customer Replied,Software Change,17-May-22,,
TSR-312438,496714,Customer 8,,Closed,Software Change,16-May-22,21-Jul-22,Done
TSR-312430,496706,Customer 8,,Waiting on customer,Software Change,16-May-22,,
TSR-312328,496601,Customer 8,,Customer Replied,Software Change,16-May-22,,
TSR-312315,496582,Customer 8,,Closed,Software Change,16-May-22,22-Jun-22,Done
TSR-312275,496538,Customer 8,,Waiting on customer,Software Change,16-May-22,,
TSR-312264,496526,Customer 8,,Customer Replied,Software Change,16-May-22,,
TSR-312067,496318,Customer 8,,Closed,Software Change,16-May-22,21-Jul-22,Done
TSR-311490,495714,Customer 8,,In Review,Software Change,14-May-22,,
TSR-311463,495685,Customer 8,,Waiting on customer,Software Change,14-May-22,,
TSR-311461,495683,Customer 8,,Waiting on customer,Software Change,14-May-22,,
TSR-311459,495681,Customer 8,,Waiting on customer,Software Change,14-May-22,,
TSR-311457,495679,Customer 8,,Waiting on customer,Software Change,14-May-22,,
TSR-311455,495677,Customer 8,,Waiting on customer,Software Change,14-May-22,,
TSR-311453,495675,Customer 8,,Waiting on customer,Software Change,14-May-22,,
TSR-311451,495673,Customer 8,,Waiting on customer,Software Change,14-May-22,,
TSR-311449,495671,Customer 8,,Waiting on customer,Software Change,14-May-22,,
TSR-311447,495669,Customer 8,,Waiting on customer,Software Change,14-May-22,,
TSR-311445,495667,Customer 8,,Waiting on customer,Software Change,14-May-22,,
TSR-311443,495665,Customer 8,,Waiting on customer,Software Change,14-May-22,,
TSR-311441,495663,Customer 8,,Waiting on customer,Software Change,14-May-22,,
TSR-311439,495661,Customer 8,,Waiting on customer,Software Change,14-May-22,,
TSR-311437,495659,Customer 8,,Waiting on customer,Software Change,14-May-22,,
TSR-311435,495657,Customer 8,,Waiting on customer,Software Change,14-May-22,,
